,post_id,handle,postDate,postType,gen_postType,postUrl,platform,message,twitter_comment,twitter_retweet,relevant_prediction,cta_prediction,sell_prediction,intent_prediction,comments,shares,likes,views,CampaignId,campaign_name,campaign_startDate,campaign_endDate,project_currency,project_staffPick,sub_category,project_url,project_backerCount,project_goal,project_pledgeAmount,Succeeded,image_URL
,12139,katenash,"""2017-04-05T15:08:34.000Z""",photo,image,https://twitter.com/katenash/status/849639908092239872,twitter,It me https://t.co/D1iIiCL9z3,,,0,0,0,5,NA,17,72,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8qG-7pUMAEBf_p.jpg
,12147,katenash,"""2017-04-05T03:11:14.000Z""",photo,image,https://twitter.com/katenash/status/849459384488951808,twitter,Me on first day of kickstarter at 8.10 PM https://t.co/fZ9VjJ4DGS,,,1,0,0,1,NA,6,90,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8niy71XsAAUr0Q.jpg
,12166,katenash,"""2017-04-04T21:29:38.000Z""",photo,image,https://twitter.com/katenash/status/849373417925210114,twitter,When I call https://t.co/TJmMWHy2vI,,,0,0,0,5,NA,5,63,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8mUnHhXsAEh3l0.jpg
,12171,katenash,"""2017-04-04T21:27:39.000Z""",photo,image,https://twitter.com/katenash/status/849372921487339520,twitter,"RT @kickstarter: Just launched! ?  @katenash is making her fourth album, and you can help: https://t.co/UfSITqX1aN https://t.co/TQBzHX1viB",,,1,1,0,1,NA,29,0,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8mGx0gXsAA2hJS.jpg
,12176,katenash,"""2017-04-04T19:58:06.000Z""",photo,image,https://twitter.com/katenash/status/849350383218642944,twitter,Just kidding I'm not ur uncle I'm ur mum https://t.co/QwaVtxdvCP,,,0,0,0,5,NA,2,58,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8l_qorXsAYYSRZ.jpg
,12194,katenash,"""2017-04-04T17:55:24.000Z""",photo,image,https://twitter.com/katenash/status/849319505293606913,twitter,RT @JamesBOJJones: @katenash  https://t.co/nFa0lXFelO,,,0,0,0,5,NA,1,0,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/media/C8lelDhWsAAX5T3.jpg
,12225,katenash,"""2017-04-04T16:35:27.000Z""",photo,image,https://twitter.com/katenash/status/849299386429526016,twitter,RT @JoBuckingham: @katenash YES https://t.co/Cp3zK6suAw,,,0,0,0,5,NA,1,0,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,http://pbs.twimg.com/tweet_video_thumb/C8lRPxUW0Ac7SUx.jpg
,12280,katenash,"""2017-05-03T17:54:11.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155256246313535,facebook,"These amazing jackets are available to buy on kickstarter!!! The crest is totally personal to me and mysterious and fun to figure out. Celtic inspired and with hidden messages about the new record. Girl Gang patch on the front, and you can customize where 'Kate Marie' is stitched on, to say your name/nickname/whatevs. Created by myself and the magical designs of Kelsey Hart, The Little Ghost. There are 16 left that come with limited edition PINK Made of Bricks Vinyl!!!! GO GET EM bit.ly/KateNashKS",,,1,0,1,4,21,9,203,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18199017_10155256246253535_3493452892064118228_n.jpg?oh=c22639756a4f8a2e1a383ccb84785ef2&oe=59B2F94D
,12281,katenash,"""2017-05-03T17:48:18.000Z""",video,video,https://www.facebook.com/katenash/videos/10155256226413535/,facebook,LESS THAN 24 HRS TO GO ON KICKSTARTER!! GAHHHHHHH bit.ly/KateNashKS,,,1,0,1,1,8,11,322,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18324108_10155256228713535_1966872061225730048_n.jpg?oh=ff0883d46f76737412f74c89ba1b384b&oe=597B37FA
,12282,katenash,"""2017-05-02T23:11:43.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155254019553535,facebook,"My 4th album is totally sick you should def pre-order it. Shoutin it loud as we near the finish line, HELP FUND MY RECORD ON KICKSTARTER! Be my label, get exclusives, behind the scenes & updates that continue post-campaign! Kickstarter is an absolute game changer and with less than 6 hours to go, I have to say I am so happy I get to keep my creative control and stay independent. Such an honor to do this with you. Check out additional rewards, we have added lower and higher levels and some of the stuff that ran out. ILYSM\n\nhttp://bit.ly/KateNashKN",,,1,1,1,3,11,3,187,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/18198344_10155254018578535_2667787903306898707_n.jpg?oh=765533e69c6f99b774b00703e27295a7&oe=59C09FA6
,12283,katenash,"""2017-05-02T17:46:12.000Z""",video,video,https://www.facebook.com/katenash/posts/10155253232388535,facebook,My interview with UPROXX out now!! very pg lots of swearing #sopunkrock,,,0,0,0,5,40,0,1531,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/18279082_10155532342896337_319929854726242304_n.jpg?oh=ee96e4a50abf0c07b7244ace03f3b0ce&oe=5981541C
,12284,katenash,"""2017-05-02T12:17:01.000Z""",video,video,https://www.facebook.com/katenash/videos/10155252401393535/,facebook,"We're in the final 5 HOURS of MY KICKSTARTER CAMPAIGN!! It's been an incredible decision to ask my fans to be my record label, I feel so supported! If you haven't already, PRE-ORDER MY 4TH RECORD and other cool rewards now! Get exclusives and be part of this amazing journey. I am so grateful to those who already have. Now LET'S KILL IT in the last hours. Push it as far as we can so we can really MAKE MY 4TH RECORD A GLOBAL RELEASE! ????\n\nhttp://bit.ly/KateNashKS",,,1,1,1,4,21,21,439,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18300646_10155252410188535_7205920087109271552_n.jpg?oh=7db79922db25d8e82a2719d65536d92e&oe=59BF821B
,12285,katenash,"""2017-05-01T21:47:18.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155250859443535,facebook,The music video for Agenda is currently available to all my backers on Kickstarter!! Check your inbox or back me on kickstarter ???????? BTS PICS Kelsey Hart\n\nhttp://bit.ly/KateNashKS,,,1,0,1,4,4,5,166,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18194037_10155250859323535_7427068157455620280_n.jpg?oh=6e1f13df942857ca809572036d2dc8d8&oe=5981EA42
,12286,katenash,"""2017-04-29T19:43:39.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155244294288535,facebook,4 DAYS LEFT ON KICKSTARTER!! New levels have been added!! ????Very cool collector's opportunity to own this Vintage dress that I wore in the music video for 'Foundations' back in 2007! ????????????????????????????????????????????????????????????????????????\n\nhttp://bit.ly/KateNashKS,,,1,0,1,4,9,8,388,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/18221998_10155244294078535_5665100055569010370_n.jpg?oh=b37a2994cd6fe2d308749a9751615420&oe=59AFBBCE
,12287,katenash,"""2017-04-26T20:12:37.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155235113198535,facebook,PINK VINYL GOALS!! ???? Ask & you shall receive!!! We'Ve added a LIMITED number of the reissue of MADE OF BRICKS on PINK VINYL to the kickstarter due to extremely high demand!!! We won't be adding more now so don't miss out!! They sold out in 2 hours last time. You have been pre warned!! Good luck!! Photo cred Charlotte Patmore bit.ly/KateNashKS,,,1,0,1,4,10,6,271,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18058093_10155235111628535_4150180338861853799_n.jpg?oh=72c0b2255c09a17d15d152dc18590f32&oe=59BB5896
,12288,katenash,"""2017-04-26T11:33:46.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155233817373535:0,facebook,These iconic tees AVAILABLE NOW on Kickstarter! $50 level Exclusive T Shirt Level bit.ly/KateNashKS,,,1,0,1,4,25,1,159,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/18118612_10155233817373535_1954343684618739936_n.jpg?oh=9ceeca1ab44b69d97798238e213cf26d&oe=5978FAA3
,12289,katenash,"""2017-04-26T00:20:53.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155232672493535,facebook,"Read full update/blog on KICKSTARTER! \nhttp://bit.ly/KateNashKS \n\n""Last week I also re-issued Made of Bricks on PINK VINYL! OMGEEEE!! Sold out of it on kickstarter in 2 hours! And loads of you have been asking about it since, so we are doing what we can to see if we can get some more made up, so keep your eyes peeled and keep checking my twitter for news!! I also announced a second date at Shepherds Bush Empire!! We sold out of the first date so fast that we are celebrating with a second! Im so excited about that tour, I start rehearsing all the Made of Bricks stuff in a couple weeks. Gonna be filled with such nostalgia.\n\nWe also played a show at the Salisbury Art Centre last week, which is where Emma, in my band, grew up playing. We literally played a night with a bunch of kids, it was amazing, its so important to give back where you can and to stay engaged with the local community. Its so powerful. There was an aristocats performance and a dance group and a bunch of cool teen bands and there were the cutest little girls in the front row at the show who all wanna learn guitar now. We spent the weekend at Emmas place in the countryside and had piano singalongs and breakfast in the garden and watched zombie moves and stood in cow poop and saw stonehenge, spiritual times. Perfect location to land in for earth day!!""",,,1,0,1,4,1,1,94,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18057793_10155232669903535_4697583390652561631_n.jpg?oh=082c57479a843d0f1e808a229cf8fa9c&oe=5974B872
,12290,katenash,"""2017-04-22T23:16:52.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155222756883535,facebook,Record Store Day UK ????????????????????????????,,,0,0,0,5,6,5,265,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18119000_10155222756148535_5576119225965851027_n.jpg?oh=4498ff6c845067fb19e60b91e8c31172&oe=59C15F34
,12291,katenash,"""2017-04-22T23:06:58.000Z""",video,video,https://www.facebook.com/katenash/videos/10155222723633535/,facebook,Celebrated Record Store Day with my girls Emma & Linda in Salisbury supporting Emma's local record shop ????????????,,,1,0,1,1,15,7,318,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18115795_10155222728933535_9110745195351113728_n.jpg?oh=3996daff86ac76bb0562521cf85ad9a3&oe=5981567D
,12292,katenash,"""2017-04-21T09:22:16.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155215670518535:0,facebook,LONDON!!! Did you miss out?! ADDED A SECOND LDN DATE for Made of Bricks Tour!! Belfast and Dublin added too!! BOOM Tickets Here: http://bit.ly/KateMOB,,,0,0,1,5,489,91,1196,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/17952812_10155215670518535_1781232075973904634_n.jpg?oh=70530db1b6dd2a73821ebe04614caf16&oe=597C7D35
,12293,katenash,"""2017-04-20T23:15:41.000Z""",video,video,https://www.facebook.com/katenash/videos/10155215671648535/,facebook,First vinyl I have released in 4 years is out & available to buy this Saturday 22nd to celebrate Record Store Day! So real!! Can't deaaaal !! ?????????? SOOOOOO HAPPY YAAAAAAY! Life!,,,0,1,0,5,23,5,447,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/18072322_10155215673688535_3158547927622746112_n.jpg?oh=58479e112606cadfdcc9e8f1a11172a0&oe=59B65429
,12294,katenash,"""2017-04-18T18:45:50.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155208136408535:0,facebook,NEWS! Limited Edition REISSUE of Made of Bricks on PINK VINYL available to buy on Kickstarter NOW!!!!!!!!! ????????????????????#madeofbricks #katenash #kickstarter\nhttp://bit.ly/KateNashKS,,,1,0,1,4,228,65,1924,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18010558_10155208136408535_8242563584338727584_n.png?oh=e8d68288902eb8be75dde2876dcc0756&oe=59BF9623
,12296,katenash,"""2017-04-17T01:07:38.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155202528563535,facebook,What was ur Easter like? ??????????????????????????????????????????????,,,0,0,0,5,18,0,385,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17990806_10155202527253535_3324236684013594883_n.jpg?oh=b1c07d7177a6bfef906f4b1f65a15df5&oe=59B6A814
,12297,katenash,"""2017-04-16T17:14:04.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155201265088535,facebook,"WOW! I hit my kickstarter target!!! Thank you so much for supporting me so much already! \n\nFuck it, let's set a stretch goal! I now know I can release the record but let's see how far I can take this. Touring is so important to me, it would be amazing to be able to travel to as many places as possible with this record and to play this new music whilst staring into your sparkly and magical eyes!! \n\nSo my new goal is to get to 2,000 backers. If we get to 2,000 backers I will send an unreleased NEW SONG to my Kickstarter fam only. We're a family, and it's all about family, just like Fast and the Furious, my favourite franchise.\n\nThank you so much for your kindness and support from the bottom of my cold, dead heart <3\n\nhttp://bit.ly/KateNashKS",,,1,0,1,2,17,10,739,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18010209_10155201247618535_7275884604911712825_n.jpg?oh=81eab06d2df56281970e7e41133e0655&oe=597EB939
,12298,katenash,"""2017-04-13T15:19:34.000Z""",photo,image,https://www.facebook.com/katenash/posts/10155189962573535,facebook,"I am live streaming from my Kickstarter tonight at \n2.00 AM UK time ????  6.00 PM LA ????  9.00 PM NY ???? \n#askmeanything Backers only Club\n\nhttps://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record\n\nAll photos by Charlotte Patmore, Styled by Ali Mandelkorn",,,1,0,1,1,6,7,474,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/17951672_10155189892988535_6960753181242865456_n.jpg?oh=efcfffe9b17c1cba73c6bc67cc553dfc&oe=59B9AF98
,12300,katenash,"""2017-04-06T19:19:21.000Z""",video,video,https://www.facebook.com/katenash/posts/10155164663158535,facebook,Thanks UNILAD!!!!!!!!! ????????????????????????????????,,,0,0,0,5,56,0,1558,NA,19,Kate Nash,"""2017-04-04T00:00:00.000Z""","""2017-05-04T00:00:00.000Z""",USD,1,Pop,https://www.kickstarter.com/projects/919815019/kate-nash-is-making-a-record?ref=discovery,2642,70000,155412,1,https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/17835422_442187432791571_464429893346656256_n.jpg?oh=c7b3d54c057548a298552fe1db9b2d03&oe=59B0D256
